"NETWORK","PI","YEAR","MONTH","DAY","SITE","TRANSECT","SP_CODE","QUAD","SIDE","COUNT","AREA","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","NOTES"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","FUSP",24,"I",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","FUSP",32,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","FUSP",40,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","FUSP",8,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2016,8,9,"NE Appledore","Devil's Dance Floor","FUSP",0,"O",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2016,8,9,"NE Appledore","Devil's Dance Floor","FUSP",16,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2016,8,9,"NE Appledore","Devil's Dance Floor","FUSP",24,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2016,8,9,"NE Appledore","Devil's Dance Floor","FUSP",32,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2016,8,9,"NE Appledore","Devil's Dance Floor","FUSP",40,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2016,8,9,"NE Appledore","Devil's Dance Floor","FUSP",8,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2016,8,10,"SW Appledore","South Smith's Cove","FUSP",0,"O",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2016,8,10,"SW Appledore","South Smith's Cove","FUSP",16,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2016,8,10,"SW Appledore","South Smith's Cove","FUSP",24,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2016,8,10,"SW Appledore","South Smith's Cove","FUSP",32,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2016,8,10,"SW Appledore","South Smith's Cove","FUSP",40,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2016,8,10,"SW Appledore","South Smith's Cove","FUSP",8,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2015,7,7,"Baker North","2","SAGL",0,"O",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2015,7,7,"Baker North","2","SAGL",16,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2015,7,7,"Baker North","2","SAGL",24,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2015,7,7,"Baker North","2","SAGL",32,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2015,7,7,"Baker North","2","SAGL",40,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Byrnes",2015,7,7,"Baker North","2","SAGL",8,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,7,13,"Pemaquid","1","CREP",0,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,7,13,"Pemaquid","1","CREP",16,"O",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,7,13,"Pemaquid","1","CREP",24,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,7,13,"Pemaquid","1","CREP",32,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,7,13,"Pemaquid","1","CREP",40,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,7,13,"Pemaquid","1","CREP",8,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,27,"Canoe Beach","2","FUSP",0,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,27,"Canoe Beach","2","FUSP",16,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,27,"Canoe Beach","2","FUSP",24,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,27,"Canoe Beach","2","FUSP",32,"O",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,27,"Canoe Beach","2","FUSP",40,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,27,"Canoe Beach","2","FUSP",8,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,8,16,"Canoe Beach","1","FUSP",0,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,8,16,"Canoe Beach","1","FUSP",16,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,8,16,"Canoe Beach","1","FUSP",24,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,8,16,"Canoe Beach","1","FUSP",32,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,8,16,"Canoe Beach","1","FUSP",40,"I",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,8,16,"Canoe Beach","1","FUSP",8,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,8,16,"Canoe Beach","1","HYCS",0,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,8,16,"Canoe Beach","1","HYCS",16,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,8,16,"Canoe Beach","1","HYCS",24,"I",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,8,16,"Canoe Beach","1","HYCS",32,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,8,16,"Canoe Beach","1","HYCS",40,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,8,16,"Canoe Beach","1","HYCS",8,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,7,13,"Pemaquid","1","LAMP",0,"O",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,7,13,"Pemaquid","1","LAMP",16,"O",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,7,13,"Pemaquid","1","LAMP",24,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,7,13,"Pemaquid","1","LAMP",32,"O",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,7,13,"Pemaquid","1","LAMP",40,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,7,13,"Pemaquid","1","LAMP",8,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Humphries",2016,8,24,"Fort Weatherill","3","MFSE",0,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Humphries",2016,8,24,"Fort Weatherill","3","MFSE",16,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Humphries",2016,8,24,"Fort Weatherill","3","MFSE",24,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Humphries",2016,8,24,"Fort Weatherill","3","MFSE",32,"O",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Humphries",2016,8,24,"Fort Weatherill","3","MFSE",40,"I",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Humphries",2016,8,24,"Fort Weatherill","3","MFSE",8,"I",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
