DATE,YEAR,MONTH,DAY,SITE,TRANSECT,DISTANCE (m),SIDE,SUBSTRTE,OBSERVER,NOTES,ENTERED BY,CHECKED BY,SP_CODE_0,SP_CODE_1,SP_CODE_3,SP_CODE_4,SP_CODE_5
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,12,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,SL,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,13,Inshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,CYPU,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,13,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,??????,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,14,Inshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,HJ,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,14,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,HJ,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,15,Inshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,DEVI,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,15,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,SL,CF,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,16,Inshore,S,"Jenn, Kristen, Amber",NA,Kristen,NA,UV,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,16,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,CYPU,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,17,Inshore,R,"Jenn, Kristen, Amber",NEHA- Neosiphonia harveyi,Kristen,NA,NEHA,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,17,Offshore,S,"Jenn, Kristen, Amber",NA,Kristen,NA,AGCL,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,18,Inshore,S,"Jenn, Kristen, Amber",NA,Kristen,NA,SL,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,18,Offshore,S,"Jenn, Kristen, Amber",NA,Kristen,NA,DEAC,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,19,Inshore,S,"Jenn, Kristen, Amber",NA,Kristen,NA,FUSP,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,19,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,SL,UV,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,21,Inshore,S,"Jenn, Kristen, Amber",NA,Kristen,NA,CLCI,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,21,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,CHCR,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,22,Inshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,HJ,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,22,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,AGCL,CO,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,23,Inshore,R,"Jenn, Kristen, Amber",NEHA- Neosiphonia harveyi,Kristen,NA,NEHA,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,23,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,HJ,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,24,Inshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,MAST,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,24,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,HJ,MAST,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,25,Inshore,R,"Jenn, Kristen, Amber",NEHA- Neosiphonia harveyi,Kristen,NA,NEHA,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,25,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,HJ,PHRU,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,26,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,AGCL,CO,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,27,Inshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,SL,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,27,Offshore,R,"Jenn, Kristen, Amber",NEHA- Neosiphonia harveyi,Kristen,NA,NEHA,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,27,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,HJ,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,28,Inshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,MAST,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,28,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,HJ,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,29,Inshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,PHRU,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,29,Offshore,R,"Jenn, Kristen, Amber",NEHA- Neosiphonia harveyi,Kristen,NA,NEHA,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,29,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,DEAC,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,30,Inshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,BOHA,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,30,Offshore,S,"Jenn, Kristen, Amber",NEHA- Neosiphonia harveyi,Kristen,NA,NEHA,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,30,Offshore,S,"Jenn, Kristen, Amber",NA,Kristen,NA,AGCL,CABO,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,31,Inshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,SL,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,31,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,HJ,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,32,Inshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,MAST,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,32,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,AGCL,HJ,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,33,Inshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,HJ,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,33,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,HJ,MAST,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,34,Inshore,R,"Jenn, Kristen, Amber",NEHA- Neosiphonia harveyi,Kristen,NA,NEHA,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,34,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,DEAC,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,35,Inshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,LESP,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,35,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,BOHA,MAST,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,36,Offshore,R,"Jenn, Kristen, Amber",NEHA- Neosiphonia harveyi,Kristen,NA,NEHA,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,36,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,CO,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,37,Inshore,R,"Jenn, Kristen, Amber",NEHA- Neosiphonia harveyi,Kristen,NA,NEHA,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,37,Inshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,BA,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,37,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,MAST,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,38,Inshore,S,"Jenn, Kristen, Amber",NA,Kristen,NA,AGCL,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,38,Offshore,S,"Jenn, Kristen, Amber",NA,Kristen,NA,AGCL,MAST,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,39,Inshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,LESP,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,39,Offshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,HJ,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,40,Inshore,R,"Jenn, Kristen, Amber",NA,Kristen,NA,MAST,,,,
2015-08-14T00:00:00Z,2015,8,14,Nubble Lighthouse,1,40,Offshore,S,"Jenn, Kristen, Amber",NEHA- Neosiphonia harveyi,Kristen,NA,NEHA,,,,
